CORE-ID,CDISC Rule ID,Organization,Standard Name,Standard Version,Status,Sensitivity,Rule Type,Executability,Scope,Error Message,Output Variables,Description,Check,Operations
CORE-000247,CG0552,CDISC,SDTMIG,"3.4,3.3",Published,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--RESLOC is present.,,Raise an error when --RESLOC is present.,"{'all': [{'name': '--RESLOC', 'operator': 'exists'}]}",
CORE-000248,CG0026,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",--RFTDTC is populated when --TPTREF is null,,Trigger error when --TPTREF = null and --RFTDTC is populated,"{'all': [{'name': '--TPTREF', 'operator': 'empty'}, {'name': '--RFTDTC', 'operator': 'exists'}, {'name': '--RFTDTC', 'operator': 'non_empty'}]}",
CORE-000249,CG0032,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Exclude': ['TV']}}",Visit Day cannot be found in Trial Visit (TV) domain,"VISITDY,VISITNUM",Verify that visitdy is planned and exists in TV,"{'all': [{'name': 'VISITDY', 'operator': 'exists'}, {'name': 'VISITNUM', 'operator': 'is_contained_by', 'value': '$tv_visitnum'}, {'name': 'VISITDY', 'operator': 'not_equal_to', 'value': 'TV.VISITDY'}]}","{'domain': 'TV', 'id': '$tv_visitnum', 'name': 'VISITNUM', 'operator': 'distinct'}"
CORE-000250,CG0078,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['MH']}}",MHENDTC ^= null and MHENDTC is on or after the DM.RFSTDTC. The medical history dataset should include the subject's prior history at the start of the trial.,"MHENDTC,RFSTDTC",Raise an issue if MHENDTC has a non-empty date that is on or after DM.RFSTDTC,"{'all': [{'name': 'MHENDTC', 'operator': 'non_empty'}, {'name': 'MHENDTC', 'operator': 'date_greater_than_or_equal_to', 'value': 'RFSTDTC'}]}",
CORE-000251,CG0067,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['SS']}}","DSDECOD is not ""DEATH"", When SS.SSSTRESC = ""DEAD"".",SSSTRESC,"When SS.SSSTRESC = ""DEAD"", the final disposition record must have DSDECOD ^= ""DEATH"".","{'all': [{'name': 'SSSTRESC', 'operator': 'equal_to', 'value': 'DEAD', 'value_is_literal': True}, {'name': '$ds_dsdecod', 'operator': 'does_not_contain', 'value': 'DEATH', 'value_is_literal': True}]}","{'operator': 'distinct', 'domain': 'DS', 'name': 'DSDECOD', 'id': '$ds_dsdecod', 'group': ['USUBJID']}"
CORE-000252,CG0136,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}","DTHFL is not 'Y' when DS.DECOD is ""DEATH""",USUBJID,"When DS.DSDECOD is 'DEATH', DTHFL must be 'Y'","{'all': [{'name': 'DSDECOD', 'operator': 'equal_to', 'value': 'DEATH', 'value_is_literal': True}, {'name': 'DTHFL', 'operator': 'not_equal_to', 'value': 'Y', 'value_is_literal': True}]}",
CORE-000253,CG0135,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",DTHFL is not 'Y' when AE.AESDTH is 'Y'.,USUBJID,"When AE.AESDTH is 'Y', DTHFL must be 'Y'","{'all': [{'name': 'AESDTH', 'operator': 'equal_to', 'value': 'Y', 'value_is_literal': True}, {'name': 'DTHFL', 'operator': 'not_equal_to', 'value': 'Y', 'value_is_literal': True}]}",
CORE-000254,CG0134,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",DTHFL is not 'Y' when AE.AEOUT is 'FATAL'.,USUBJID,"When AE.AEOUT is 'FATAL', DTHFL must be 'Y'","{'all': [{'name': 'AEOUT', 'operator': 'equal_to', 'value': 'FATAL', 'value_is_literal': True}, {'name': 'DTHFL', 'operator': 'not_equal_to', 'value': 'Y', 'value_is_literal': True}]}",
CORE-000255,85,CDISC,SENDIG,3.1,Published,Record,Record Data,,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",--ORRES must be populated as --STAT is not equal to 'NOT DONE',"--STAT,--ORRES","There should always be data presented in the --ORRES variable unless  --STAT = ""NOT DONE"".","{'all': [{'name': '--STAT', 'operator': 'not_equal_to', 'value': 'NOT DONE'}, {'name': '--ORRES', 'operator': 'empty'}]}",
CORE-000256,CG0210,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['SE']}}","Missing value for SEUPDES, when ETCD='UNPLAN'",,"Raise an error when ETCD = 'UNPLAN', SEUPDES = null","{'all': [{'name': 'SEUPDES', 'operator': 'empty'}, {'name': 'ETCD', 'operator': 'equal_to', 'value': 'UNPLAN'}]}",
CORE-000257,CG0061,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}","--STRTPT is completed, but --STTPT is not completed.","--STRTPT,--STTPT",Raise an error when --STRTPT is completed and --STTPT is not completed.,"{'all': [{'name': '--STRTPT', 'operator': 'non_empty'}, {'name': '--STTPT', 'operator': 'empty'}]}",
CORE-000258,CG0062,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}","--STRTPT is present in dataset, but --STTPT is not present in dataset.",--STRTPT,Raise an error when --STRTPT is present in dataset and --STTPT is not present in dataset.,"{'all': [{'name': '--STRTPT', 'operator': 'exists'}, {'name': '--STTPT', 'operator': 'not_exists'}]}",
CORE-000259,CG0171,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['SS']}}","SSSTRESC = 'DEAD', but SSDTC < DM.DTHDTC.","SSSTRESC,SSDTC,DTHDTC",Raise an error when SSSTRESC = 'DEAD' and SSDTC < DM.DTHDTC.,"{'all': [{'name': 'SSSTRESC', 'operator': 'equal_to', 'value': 'DEAD', 'value_is_literal': True}, {'name': 'SSDTC', 'operator': 'date_less_than', 'value': 'DTHDTC'}]}",
CORE-000260,CG0085,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS', 'INTERVENTIONS']}, 'Domains': {'Exclude': ['DS', 'DV', 'EX']}}",--PRESP does not equal 'Y' or is not empty.,--PRESP,Raise an error when --PRESP does not equal 'Y' or is not empty.,"{'all': [{'name': '--PRESP', 'operator': 'non_empty'}, {'name': '--PRESP', 'operator': 'not_equal_to', 'value': 'Y'}]}",
CORE-000261,CG0060,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}","--STTPT is present in dataset, but --STRTPT is not present in dataset.",--STTPT,Raise an error when --STTPT is present in dataset and --STRTPT is not present in dataset.,"{'all': [{'name': '--STTPT', 'operator': 'exists'}, {'name': '--STRTPT', 'operator': 'not_exists'}]}",
CORE-000262,CG0226,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Exclude': ['DM']}}",RFSTDTC in DM dataset is empty but --STRF is completed.,--STRF,Raise an error when RFSTDTC in DM is empty and --STRF is not empty.,"{'all': [{'name': 'RFSTDTC', 'operator': 'empty'}, {'name': '--STRF', 'operator': 'non_empty'}]}",
CORE-000263,SEND2,CDISC,"SENDIG,SENDIG-DART","3.1.1,3.1,3.0,1.1",Published,Dataset,Variable Metadata Check,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",Variable name length is greater than 8.,,Raise an error when variable name length is greater than 8.,"{'all': [{'name': 'variable_name', 'operator': 'longer_than', 'value': 8}]}",
CORE-000264,CG0039,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Exclude': ['DS', 'DV', 'HO']}}",Primary analysis used but --BODSYS and --SOC are not equal,"--TERM,--BODSYS,--SOC",Raise an error if primary SOC is used for analysis and -BODSYS is not equal to -SOC,"{'all': [{'name': '--BODSYS', 'operator': 'not_equal_to', 'value': '--SOC'}]}",
CORE-000265,CG0046,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}","--ENRTPT is completed, but --ENTPT is not completed.","--ENRTPT,--ENTPT",Raise an error when --ENRTPT is completed and --ENTPT is not completed.,"{'all': [{'name': '--ENRTPT', 'operator': 'non_empty'}, {'name': '--ENTPT', 'operator': 'empty'}]}",
CORE-000266,CG0042,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['AE']}}","If AESER = ""N"" then none of the seriousness criteria (AESCAN, AESCONG, AESDISAB, AESDTH, AESHOSP, AESLIFE, AESOD, AESMIE) could be equal to ""Y"".","AESER,AESCAN,AESCONG,AESDISAB,AESDTH,AESHOSP,AESLIFE,AESOD,AESMIE","Select record where AESCAN and AESCONG and AESDISAB and AESDTH and AESHOSP and AESLIFE and AESOD and AESMIE ^= ""Y"" However, AESER ^= ""N""","{'all': [{'name': 'AESER', 'operator': 'not_equal_to', 'value': 'N'}, {'all': [{'any': [{'name': 'AESCAN', 'operator': 'not_exists'}, {'name': 'AESCAN', 'operator': 'not_equal_to', 'value': 'Y'}]}, {'any': [{'name': 'AESCONG', 'operator': 'not_exists'}, {'name': 'AESCONG', 'operator': 'not_equal_to', 'value': 'Y'}]}, {'any': [{'name': 'AESDISAB', 'operator': 'not_exists'}, {'name': 'AESDISAB', 'operator': 'not_equal_to', 'value': 'Y'}]}, {'any': [{'name': 'AESDTH', 'operator': 'not_exists'}, {'name': 'AESDTH', 'operator': 'not_equal_to', 'value': 'Y'}]}, {'any': [{'name': 'AESHOSP', 'operator': 'not_exists'}, {'name': 'AESHOSP', 'operator': 'not_equal_to', 'value': 'Y'}]}, {'any': [{'name': 'AESLIFE', 'operator': 'not_exists'}, {'name': 'AESLIFE', 'operator': 'not_equal_to', 'value': 'Y'}]}, {'any': [{'name': 'AESOD', 'operator': 'not_exists'}, {'name': 'AESOD', 'operator': 'not_equal_to', 'value': 'Y'}]}, {'any': [{'name': 'AESMIE', 'operator': 'not_exists'}, {'name': 'AESMIE', 'operator': 'not_equal_to', 'value': 'Y'}]}]}]}",
CORE-000267,CG0050,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['ALL']}}",--DECOD should be populated when --PTCD is populated,"--TERM,--PTCD,--DECOD",Raise an error when --DECOD is not populated but --PTCD is populated,"{'all': [{'name': '--PTCD', 'operator': 'non_empty'}, {'name': '--DECOD', 'operator': 'empty'}]}",
CORE-000268,CG0049,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['ALL']}}",--DECOD and --PTCD do not have a one-to-one relationship,"--PTCD,--DECOD",Trigger error when --DECOD and --PTCD do not have a one-to-one relationship,"{'all': [{'name': '--PTCD', 'operator': 'is_not_unique_relationship', 'value': '--DECOD'}]}",
CORE-000269,CG0031,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Exclude': ['TV']}}","For a planned visit (SVPRESP = 'Y'), non-missing VISIT value must be among those present in TV.VISIT.","VISIT,VISITNUM","Verify when VISIT is not null in any given domain and VISIT is planned (SVPRESP = 'Y'), then VISIT should be among TV.VISIT.","{'all': [{'name': 'VISIT', 'operator': 'non_empty'}, {'name': 'SVPRESP', 'operator': 'equal_to', 'value': 'Y'}, {'name': 'VISIT', 'operator': 'is_not_contained_by', 'value': '$tv_visit'}]}","{'domain': 'TV', 'id': '$tv_visit', 'name': 'VISIT', 'operator': 'distinct'}"
CORE-000270,CG0033,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Exclude': ['TV']}}","For a planned visit (SVPRESP = 'Y'), non-missing VISITNUM value must be among those present in TV.VISITNUM. in TV.VISITNUM","VISITNUM,SVPRESP","Verify when VISITNUM is not null in any given domain and VISITNUM is planned (SVPRESP = 'Y'), then VISIT should be among TV.VISITNUM.","{'all': [{'name': 'SVPRESP', 'operator': 'equal_to', 'value': 'Y'}, {'name': 'VISITNUM', 'operator': 'is_not_contained_by', 'value': '$TV_VISITNUM'}]}","{'domain': 'TV', 'id': '$TV_VISITNUM', 'name': 'VISITNUM', 'operator': 'distinct'}"
FDA.SDTMIG.CT2001,FDAB017,FDA,SDTMIG,3.2 ,Draft,Record,Record Data,,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",Variable value not found in non-extensible codelist.,None,Variable must be populated with terms from its CDISC controlled terminology codelist. New terms cannot be added into non-extensible codelists.,"{'all': [{'name': 'SSSTRESC', 'operator': 'does_not_use_valid_codelist_terms', 'value': 'DEAD', 'value_is_literal': True}, {'name': '$ds_dsdecod', 'operator': 'does_not_contain', 'value': 'DEATH', 'value_is_literal': True}]}","{'operator': 'distinct', 'domain': 'DS', 'name': 'DSDECOD', 'id': '$ds_dsdecod', 'group': ['USUBJID']}"
FDA.SDTMIG.CT2001,CT2001,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",Variable value not found in non-extensible codelist,,Variable must be populated with terms from its CDISC controlled terminology codelist. New terms cannot be added into non-extensible codelists.,{'all': []},
FDA.SDTMIG.CT2002,CT2002,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",Variable value not found in extensible codelist,,"Variable should be populated with terms from its CDISC controlled terminology codelist. New terms can be added as long as they are not duplicates, synonyms or subsets of existing standard terms.",{'all': []},
FDA.SDTMIG.CT2003,CT2003,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",Coded and Decoded values do not have the same Code in CDISC CT,,Paired variables such as TEST/TESTCD must be populated using terms with the same Codelist Code value in CDISC control terminology. There is one-to-one relationship between paired variable values defined in CDISC control terminology by Codelist Code value.,{'all': []},
FDA.SDTMIG.CT2004,CT2004,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",Variable value not found in non-extensible codelist when value-level condition occurs,,"Variable must be populated with terms from its CDISC controlled terminology codelist, when its value level condition is met. New terms cannot be added into non-extensible codelists.",{'all': []},
FDA.SDTMIG.CT2005,CT2005,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",Variable value not found in extensible codelist when value-level condition occurs,,"Variable should be populated with terms from its CDISC controlled terminology codelist, when its value level condition is met. New terms can be added as long as they are not duplicates, synonyms or subsets of existing standard terms.",{'all': []},
FDA.SDTMIG.CT2006,CT2006,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",Coded and Decoded values do not have the same Code in CDISC CT when value-level condition occurs,,Paired variables such as TEST/TESTCD must be populated using terms with the same Codelist Code value in CDISC control terminology. There is one-to-one relationship between paired variable values defined in CDISC control terminology by Codelist Code value within the same value level condition.,{'all': []},
FDA.SDTMIG.SD0001,SD0001,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",No records in data source,,Domain table should have at least one record.,{'all': []},
FDA.SDTMIG.SD0002,SD0002,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",NULL value in variable marked as Required,,Required variables (where Core attribute is 'Req') cannot be NULL for any records.,{'all': []},
FDA.SDTMIG.SD0003,SD0003,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",Invalid ISO 8601 value for variable,,Value of Dates/Time variables (*DTC) must conform to the ISO 8601 international standard.,{'all': []},
FDA.SDTMIG.SD0004,SD0004,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",Inconsistent value for DOMAIN,,Domain Abbreviation (DOMAIN) variable should be consistent with the name of the dataset.,{'all': []},
FDA.SDTMIG.SD0005,SD0005,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",Duplicate value for --SEQ variable,,"The value of Sequence Number (--SEQ) variable must be unique for each record within a domain and within each Unique Subject Identifier (USUBJID) or Pool Identifier (POOLID) variables value when they are present in the domain. Exclusions are DO, DT, DU and DX domains.",{'all': []},
FDA.SDTMIG.SD0006,SD0006,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['EG', 'LB', 'MB', 'MS', 'PC', 'VS']}}",No baseline flag record in Domain for subject,,"All subjects should have at least one baseline observation (--BLFL = 'Y') in EG, LB, MB, MS, PC and VS domains, except for subjects who failed screening (ARMCD = 'SCRNFAIL') or were not fully assigned to an Arm (ARMCD = 'NOTASSGN') or were not treated (ACTARMCD = 'NOTTRT').",{'all': []},
FDA.SDTMIG.SD0007,SD0007,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS', 'FINDINGS ABOUT']}, 'Domains': {'Include': []}}",Inconsistent value for Standard Units,,"Standard Units (--STRESU) must be consistent for all records with the same Short Name of Measurement, Test or Examination (--TESTCD), Object of the Observation (--OBJ), Measurement,Test, or Examination Detail (--TSTDTL), Category (--CAT), Subcategory (--SCAT), Specimen Type (--SPEC) and Method of Test or Examination (--METHOD).",{'all': []},
FDA.SDTMIG.SD0008,SD0008,FDA,"SDTMIG,SENDIG-AR","3.1.2,3.1.3,3.2,3.3,1.0",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['AE', 'CE', 'MH']}}",Value for --DECOD not found in MedDRA dictionary,,Value for the Dictionary-Derived Term (--DECOD) variable must be populated using a Preferred Term of the MedDRA dictionary of a version specified in the define.xml (Case-insensitive).,{'all': []},
FDA.SDTMIG.SD0008C,SD0008C,FDA,"SDTMIG,SENDIG-AR","3.1.2,3.1.3,3.2,3.3,1.0",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['AE', 'CE', 'MH']}}",Value for --DECOD is in incorrect case,,Case for the Dictionary-Derived Term (--DECOD) variable must be sentence case using a Preferred Term of the MedDRA dictionary of a version specified in the define.xml (Case-sensitive).,{'all': []},
